No.,English Text,Arabic Text
102," Соnfіrm thе рауmеnt оf thе hоmе dеlіvеrу соѕtѕ!

As a reminder, DHL Express informs you that your shipment N° AE/2938456 is still pending instructions from you.

Confirm the payment of the home delivery costs (16,13 AED) and the shipment of the package by clicking on the following button:

Ѕеnd Му Расkаgе »

Arrived at DHL Express Origin Facility: 14.12.2022 12:39:00","اكتشف مكانًا من هؤلاء الذين ينجحون كثيرًا!

للتذكير ، تعلمك DHL Express أن شحنتك رقم AE / 2938456 لا تزال معلقة بتعليمات منك.

تأكيد دفع تكاليف التوصيل للمنازل (16،13 درهم إماراتي) وشحن الطرد بالضغط على الزر التالي:

في النهاية Расkаgе »

وصل إلى مرفق DHL Express Origin: 14.12.2022 12:39:00"
103,"Verify your information !
Dear Client,
Some information in the account appears to be missing or incorrect. Please do update your account inormation so that you can continue to enjoy all of the benefits of your Netflix Account.
VERIFY NOW
If you do not update your information within 72 hours, we will limit what you can do with your account. We are here to help if you need it. Go to the support for more information or contact us.
–Netflix Team","تحقق من معلوماتك!
عزيزي العميل،
يبدو أن بعض المعلومات في الحساب مفقودة أو غير صحيحة. يرجى تحديث حسابك حتى تتمكن من الاستمرار في التمتع بجميع مزايا حساب Netflix الخاص بك.
تحقق الآن
إذا لم تقم بتحديث معلوماتك في غضون 72 ساعة ، فسنحد من ما يمكنك فعله بحسابك. نحن هنا لمساعدتك إذا كنت في حاجة إليها. انتقل إلى الدعم لمزيد من المعلومات أو اتصل بنا.
- فريق Netflix"
104,"On the occasion of the sister country's celebration of its National Day and the 51st Union Day, we would like to take this opportunity to extend our best wishes to all Emiratis, leadership and people, for you are the best example to follow.

Performance We are pleased to offer a $200 Special Discount Coupon for our valued readers

To redeem your voucher (no strings attached), please Reply this message with the following information:

       1. Your voucher number: 5939827
       2. Why do you learn English? (for the purpose of work / study / travel / other)
       3. What is the only number you want to have?

*Note: Bonus is available up to 24 hours after this mail is sent, please take care to respond within this time!

Do not forget to answer questions and return the mail to the mail for a response.
 
With regards ,

Magda Khoury
The highway to English","بمناسبة احتفال دولة الإمارات الشقيقة بعيدها الوطني ويوم الاتحاد الـ51، نودّ أن ننتهز هذه الفرصة لنتقدّم بأطيب الأمنيات لجميع الاماراتيين قيادةً وشعباً فأنتم خير مثال يحتذى به.

وكما يسعدنا تقديم قسيمة تخفيض خاصّة بقيمة 200 دولار لقرّائنا الأعزاء عند التسجيل في دورة اللغة الإنجليزية القادمة والتي يقدمها أكثر المدرّسين دو خبرة وكفاءة.

للحصول على القسيمة الخاصّة بك (بدون شروط)، يرجى إعادة رد (Reply) هذه الرسالة مع المعلومات التالية:

     1. رقم القسيمة الخاصّة بك: 5939827
     2. سبب تعلّمك للغة الإنجليزية؟ (بهدف العمل / الدراسة / السفر / أخر)
     3. ما هو الرقم المناسب للاتّصال بك؟ 

*ملاحظة: القسيمة متاحة حتى 24 ساعة من إرسال هذا البريد، لذا يُرجى الحرص على الرد خلال هذا الوقت!
 
لا تنسى الرد على الاسئلة واعادتها البريد الي بالنقر على Reply.
 
مع تحيات،

ماجدة خوري
Highway to English"
105,"Good morning,

Funds was sent to your account on file; It should be available within 2-3 business days. 

Follow prompt for Electronic signature.

Thanks,
Rachael Bruce","صباح الخير،

تم إرسال الأموال إلى حسابك في ملف ؛ يجب أن يكون متاحًا في غضون 2-3 أيام عمل.

اتبع موجه للتوقيع الإلكتروني.

شكرًا،
راشيل بروس"
106,"You have been allocated $5,000,000.00 (Five Million Us Dollars) in Correspondence to the COVID19 Pandemic Relief Funds. Get Back for Paperwork verification & Payment. Contact me urgently for claims: covidoffiice68@gmail.com

Regards
Sir. Jan S. Gustavsson.
Director Strategic Dev/Secy/Gen Cnsl, Bill & Melinda Gates Foundation.","لقد تم تخصيص مبلغ 5،000،000.00 دولار أمريكي (خمسة ملايين دولار أمريكي) في مراسلات مع صناديق الإغاثة من جائحة COVID19. ارجع للتحقق من الأعمال الورقية والدفع. اتصل بي على وجه السرعة للمطالبات: covidoffiice68@gmail.com

يعتبر
سيد. جان س جوستافسون.
مدير التطوير الإستراتيجي / Secy / Gen Cnsl ، مؤسسة Bill & Melinda Gates."
107,"Іаѕt rеmіndеr!

АЕ-DеІіvеrу <campaigns@actonit.com.au>

Package Delivery

Dear Customer,
As a reminder, DHL Express informs you that your shipment N° /2938456 is still pending instructions from you.
Confirm the payment of the home delivery costs (16,13 AED) and the shipment of the package by clicking on the following button:
Arrived at DHL Express Origin Facility
Send my package","كل ما في الأمر!
АЕ-DеІіvеrу <campaigns@actonit.com.au>

تسليم الطرود

عزيزي الزبون،
للتذكير ، تخبرك DHL Express أن شحنتك رقم / 2938456 لا تزال معلقة بتعليمات منك.
تأكيد دفع تكاليف التوصيل للمنازل (16،13 درهم إماراتي) وشحن الطرد بالضغط على الزر التالي:
وصل إلى مرفق DHL Express Origin
أرسل طردي"
108,"Dear sir/madam

Mrs Kadi Hamanin, I have decided to seek confidential cooperation with you for the execution of the deal described here under for our mutual benefit. I Hope you will keep it a secret due to the nature of the transaction. During the course of our audit last month, I discovered an unclaimed/abandoned fund totaling US$3.5 million in a bank account that belongs to a customer who unfortunately lost his life and entire family in a car accident.

Now our bank has been waiting for any of the relatives to come-up for the claim but nobody has done that. I personally has been unsuccessful in locating any of the relatives, now, I sincerely seek your consent to present you as the next of kin / Will Beneficiary to the deceased so that the proceeds of this account valued at {US$3.5 Million United State Dollars} can be paid to you, which we will share in these percentages ratio, 60% to me and 40% to you. All I request is your utmost sincere co- operation; trust and maximum confidentiality to achieve this project successfully. I have carefully mapped out the moralities for execution of this transaction under a legitimate arrangement to protect you from any breach of the law both in your country and here in my country when the fund is being transferred to your bank account.

I will have to provide the entire relevant document that will be requested to indicate that you are the rightful beneficiary of this legacy and our bank will release the fund to you without any further delay, upon your consideration and acceptance of this offer, please send me the following information as stated below so we can proceed and get this fund transferred to your designated bank account immediately. I know much about the existence of this fund and the secrets surrounding this money.

-Your Full Name:  
-Your Contact Address:    
-Your direct Mobile telephone Number:
-Your Date of Birth:
-Your occupation:
I await your swift response and re-assurance so we commence this transaction immediately.

Best regards,
Mrs Kadi Hamanin","سيدي العزيز / سيدتي

السيدة قاضي حمانين ، لقد قررت أن أطلب تعاونًا سريًا معك من أجل تنفيذ الصفقة الموضحة هنا من أجل مصلحتنا المتبادلة. أتمنى أن تبقيها سراً نظراً لطبيعة المعاملة. خلال عملية التدقيق التي أجريناها الشهر الماضي ، اكتشفت صندوقًا غير مطالب به / مهجور يبلغ إجماليه 3.5 مليون دولار أمريكي في حساب مصرفي يخص عميلًا لسوء الحظ فقد حياته وعائلته بأكملها في حادث سيارة.

الآن بنكنا ينتظر أن يأتي أي من الأقارب للمطالبة ولكن لم يفعل ذلك أحد. أنا شخصياً لم أنجح في تحديد مكان أي من الأقارب ، والآن ، أسعى بصدق للحصول على موافقتك لتقديمك بصفتك الأقرباء / المستفيدون من المتوفى بحيث تبلغ قيمة عائدات هذا الحساب {US $ 3.5 Million United States Dollars} يمكن دفعها لك ، والتي سنشاركها في هذه النسب المئوية ، 60٪ لي و 40٪ لك. كل ما أطلبه هو تعاونكم الصادق ؛ الثقة والسرية القصوى لتحقيق هذا المشروع بنجاح. لقد حددت بعناية الأخلاق لتنفيذ هذه المعاملة بموجب ترتيب شرعي لحمايتك من أي خرق للقانون في بلدك وهنا في بلدي عندما يتم تحويل الأموال إلى حسابك المصرفي.

سيتعين علي تقديم المستند ذي الصلة بالكامل الذي سيُطلب منك للإشارة إلى أنك المستفيد الشرعي من هذا الإرث وسيقوم مصرفنا بالإفراج عن الصندوق لك دون أي مزيد من التأخير ، وبعد النظر في هذا العرض وقبولك له ، يرجى مراسلتي المعلومات التالية كما هو موضح أدناه حتى نتمكن من المتابعة وتحويل هذا المبلغ إلى حسابك المصرفي المحدد على الفور. أعرف الكثير عن وجود هذا الصندوق والأسرار المحيطة بهذه الأموال.

-اسمك الكامل:
-عنوان الاتصال الخاص بك:
- رقم هاتفك المحمول المباشر:
-تاريخ ميلادك:
-مهنتك:
أنا في انتظار ردكم السريع وإعادة التأكيد لذلك نبدأ هذه المعاملة على الفور.

تحياتي الحارة،
السيدة قاضي حمانين"
109,"Hi,          

Do you want more targeted visitors on your website?          

We can place your website on Google's 1st page. Yahoo, etc)                  

We have some special offers this season.                

Can you send a contact number or Skype ID? If interested.                

Regards, ","أهلاً،

هل تريد المزيد من الزوار المستهدفين على موقع الويب الخاص بك؟

يمكننا وضع موقع الويب الخاص بك على صفحة Google الأولى. Yahoo ، إلخ)

لدينا بعض العروض الخاصة هذا الموسم.

هل يمكنك إرسال رقم اتصال أو معرف سكايب؟ إن كنت مهتما.

يعتبر،

عنكيت دوبي"
110,"Select your Payment Methods in Checkout with our New API Field
Hi there,

 

Previously, we only have the filter method to disable payment methods when generating a payment URL. Now, we've created a new field for the /v1/checkout and /v1/session/payment API calls to enable you to select which payment method you want to show during checkout. 

 

Read about the update here. If you wanna see our list of payment methods, you can head over to the API docs and make a collection methods API call:

Read the API Docs
In Case You Missed It
We've been diving into more payment methods across the world. In case you've missed it, you can check them out here:

Sofort (Europe)
Trustly (Europe)
DragonPay (Philippines)
Read the Blog
     
As always, should you encounter any issues with our new product features or documentation, please feel free to reach out to us. We're open to all forms of feedback and will work to address bugs along the way:  

Contact Us","حدد طرق الدفع الخاصة بك في Checkout باستخدام حقل API الجديد الخاص بنا
أهلاً،

 

في السابق ، كان لدينا فقط طريقة التصفية لتعطيل طرق الدفع عند إنشاء عنوان URL للدفع. الآن ، أنشأنا حقلاً جديدًا لمكالمات واجهة برمجة التطبيقات / v1 / checkout و / v1 / session / payment API لتمكينك من تحديد طريقة الدفع التي تريد إظهارها أثناء الخروج.

 

اقرأ عن التحديث هنا. إذا كنت تريد الاطلاع على قائمة طرق الدفع الخاصة بنا ، فيمكنك التوجه إلى مستندات API وإجراء استدعاء لواجهة برمجة تطبيقات طرق التحصيل:

اقرأ مستندات API
في حال فوته على نفسك
كنا نغوص في المزيد من طرق الدفع في جميع أنحاء العالم. في حالة فقدها ، يمكنك التحقق منها هنا:

Sofort (أوروبا)
Trustly (أوروبا)
DragonPay (الفلبين)
اقرأ المدونة
 
كما هو الحال دائمًا ، إذا واجهت أي مشكلات تتعلق بميزات أو وثائق منتجاتنا الجديدة ، فلا تتردد في التواصل معنا. نحن منفتحون على جميع أشكال التعليقات وسنعمل على معالجة الأخطاء على طول الطريق:

اتصل بنا"
111,"Please log into the Workday system to complete this procedure.
Work process: approval: pending action by supervisor,
Subject: Leave Request: pending requests
Click here to view notification details.","يرجى تسجيل الدخول إلى نظام Workday لإكمال هذا الإجراء.
عملية العمل: الموافقة: إجراء معلق من قبل المشرف ،
الموضوع: طلب الإجازة: الطلبات المعلقة
انقر هنا لعرض تفاصيل الإخطار."
112,"The entire body of the mail cannot be shown.
You can see it by clicking here","لا يمكن عرض نص البريد بالكامل.
يمكنك مشاهدته بالنقر هنا"
113,"Login Attempts Failed For your security, online access has been blocked. The reason provided is: You have %FEW consecutive failed login attempts.","فشلت محاولات تسجيل الدخول من أجل أمانك ، تم حظر الوصول عبر الإنترنت. السبب المقدم هو: لديك٪ FEW محاولات تسجيل دخول فاشلة."
114,"This is to notify all students, staff and alumni of the organization to validate the activity
accounts. Please confirm that your account is still in use by clicking Verify
Link below:
Validate the email account
You have limited time to validate your email. Click here to check now
sincerely","هذا لإخطار جميع الطلاب والموظفين والخريجين في المنظمة للتحقق من صحة النشاط
حسابات. يرجى تأكيد أن حسابك لا يزال قيد الاستخدام من خلال النقر فوق تحقق
الرابط أدناه:
تحقق من صحة حساب البريد الإلكتروني
لديك وقت محدود للتحقق من صحة بريدك الإلكتروني. انقر هنا للتحقق الآن
بإخلاص"
115,"Dear student,
A recent security upgrade has been implemented on our servers. All Enterprise users are now required to update account information by following the link below.
This update is required to activate the security feature on your account.
Thank you.","عزيزي الطالب،
تم تنفيذ ترقية أمنية حديثة على خوادمنا. يتعين على جميع مستخدمي Enterprise الآن تحديث معلومات الحساب باتباع الرابط أدناه.
هذا التحديث مطلوب لتفعيل ميزة الأمان في حسابك.
شكرًا لك."
116,"This email was sent from an automated system. Please do not reply. If you have any questions, please contact the administrator for assistance.

The digital certificate is about to expire

The digital certificate you use to access ADP's Internet services is about to expire. If you do not renew your certificate by the expiration date below, you will not be able to access ADP's online services.
Days left before expiration: 2
Expiration Date: 
-------------------------------------------------- ------------------
Renew your digital certificate

1. Go to this URL: <<link>>!
2. Follow the instructions on the screen.
3. You can also download a new digital certificate at <<link>>

Delete your old digital certificate

After renewing your digital certificate, be sure to delete the old certificate. Follow the instructions at the end of the renewal process.","تم إرسال هذا البريد الإلكتروني من نظام آلي. يرجى عدم الرد. إذا كان لديك أي أسئلة ، يرجى الاتصال بالمسؤول للحصول على المساعدة.

الشهادة الرقمية على وشك الانتهاء

الشهادة الرقمية التي تستخدمها للوصول إلى خدمات الإنترنت الخاصة بـ ADP على وشك الانتهاء. إذا لم تقم بتجديد شهادتك بحلول تاريخ انتهاء الصلاحية أدناه ، فلن تتمكن من الوصول إلى خدمات ADP عبر الإنترنت.
الأيام المتبقية قبل انتهاء الصلاحية: 2
تاريخ الإنتهاء:
-------------------------------------------------- ------------------
جدد شهادتك الرقمية

1. انتقل إلى عنوان URL هذا: <<link>>!
2. اتبع التعليمات التي تظهر على الشاشة.
3. يمكنك أيضًا تنزيل شهادة رقمية جديدة على <<link>>

احذف شهادتك الرقمية القديمة

بعد تجديد شهادتك الرقمية ، تأكد من حذف الشهادة القديمة. اتبع التعليمات الموجودة في نهاية عملية التجديد."
117,"We want to make sure you are completely satisfied with your experience. If you have any questions, please email a representative who will be happy to assist you.
Thank you!
Warm welcome,
customers service","نريد التأكد من رضاك التام عن تجربتك. إذا كانت لديك أي أسئلة ، فيرجى إرسال بريد إلكتروني إلى ممثل يسعده مساعدتك.
شكرًا لك!
ترحيب حار ،
خدمة العملاء"
118,"Dear Sir,
We are writing to inform you that incoming messages will not be allowed to access this mail due to the storage of your email usage.
Sign in to retrieve your email for incoming messages to this mail.
sincerely,","سيدي العزيز،
نكتب إليك لإبلاغك بأنه لن يُسمح للرسائل الواردة بالوصول إلى هذا البريد بسبب تخزين استخدامك للبريد الإلكتروني.
قم بتسجيل الدخول لاسترداد بريدك الإلكتروني للرسائل الواردة إلى هذا البريد.
بإخلاص،"
119,"Our schedule and requirements were mandated from our very first step. We apologize for assigning this task to you at the last minute.
Please check this containment to login
Warm greetings","تم تفويض جدولنا الزمني ومتطلباتنا من خطوتنا الأولى. نعتذر عن تكليفك بهذه المهمة في اللحظة الأخيرة.
يرجى التحقق من هذا الاحتواء لتسجيل الدخول
ترحيب دافئ"
120,Note: You have a limited amount of time to validate your email. Click here to check now,ملاحظة: لديك وقت محدود للتحقق من صحة بريدك الإلكتروني. انقر هنا للتحقق الآن
121,"To avoid putting your incoming messages on hold or losing them permanently, we ask you to renew your mailbox, click on the link below: Recheck","لتجنب وضع رسائلك الواردة قيد الانتظار أو فقدانها بشكل دائم ، نطلب منك تجديد صندوق البريد ، انقر فوق الارتباط أدناه: إعادة التحقق"
122,"This mail is from your mail administrator; We would like to draw your attention to the status of your email account
Your mailbox has exceeded the quota/limit allotted to you by your mail administrator, you are currently running at 6GB, and may not be able to receive or send new mail until you recheck/increase your mail quota.
Simply click here to increase your mail quota to the new 25 GB mail space. This is free and you don't need to pay for it.
Your account will remain active after you have successfully increased your mail quota.","هذا البريد من مسؤول البريد الخاص بك ؛ نود أن نلفت انتباهك إلى حالة حساب بريدك الإلكتروني
لقد تجاوز صندوق البريد الخاص بك الحصة / الحد المخصص لك من قبل مسؤول البريد لديك ، فأنت تعمل حاليًا بسعة 6 جيجابايت ، وقد لا تتمكن من تلقي أو إرسال بريد جديد حتى تقوم بإعادة فحص / زيادة حصة البريد الخاصة بك.
ما عليك سوى النقر هنا لزيادة حصة بريدك إلى مساحة البريد الجديدة البالغة 25 جيجابايت. هذا مجاني ولا تحتاج إلى دفع ثمنه.
سيظل حسابك نشطًا بعد أن نجحت في زيادة حصة البريد الخاصة بك."
123,"With our recent routine IP address checks, we have reasons to believe that your account has been breached and accessed by a third party. Please click here and check your mailbox to avoid deactivation.","من خلال فحصنا الروتيني الأخير لعنوان IP ، لدينا أسباب للاعتقاد بأن حسابك قد تم انتهاكه والوصول إليه من قبل طرف ثالث. يرجى النقر هنا والتحقق من صندوق البريد الخاص بك لتجنب التعطيل."
124,"Since your inactive Microsoft Office account has been deleted, please make sure that your email is still active by clicking on the verification link below:
Verify that the email account is correct
sincerely,","نظرًا لأنه تم حذف حساب مايكروسوف اوفيس غير نشط ، يرجى التأكد من أن بريدك الإلكتروني لا يزال نشطًا من خلال النقر على رابط التحقق أدناه:
تحقق من صحة حساب البريد الإلكتروني
بإخلاص،"
125,"Dear Sir,
You have a letter from the human resources department.
Click here to view your message","سيدي العزيز،
لديك رسالة من قسم الموارد البشرية.
انقر هنا لعرض رسالتك"
126,"This is to notify all students, staff and alumni of the university to validate active accounts. Please confirm that your account is still in use by clicking Verify
Link below:
You have limited time to validate your email. Click here to check now
sincerely","هذا لإخطار جميع الطلاب والموظفين وخريجي الجامعة للتحقق من صحة الحسابات النشطة. يرجى تأكيد أن حسابك لا يزال قيد الاستخدام من خلال النقر فوق التحقق من الصحة
الرابط أدناه:
لديك وقت محدود للتحقق من صحة البريد الإلكتروني الخاص بك. انقر هنا للتحقق الآن
بإخلاص"
127,"Dear user,
This message is a reminder that your account password will expire on 10/25/2020 within 10 days. Please change your email password before the mentioned date. To avoid being denied access to area resources such as email, network shares, etc. Click here to refresh.","عزيزي المستخدم،
هذه الرسالة تذكير بأن كلمة المرور الخاصة بحسابك ستنتهي في 25/10/2020 خلال 10 أيام. يرجى تغيير كلمة مرور البريد الإلكتروني الخاص بك قبل التاريخ المذكور. لتجنب رفض الوصول إلى موارد المنطقة مثل البريد الإلكتروني ومشاركات الشبكة وما إلى ذلك انقر هنا للتحديث."
128,"Our log shows that your mailbox is out of date causing some incoming emails to be put on hold. Please update your mailbox to be able to receive new emails.
Warm greetings,","يُظهر سجلنا أن صندوق البريد الخاص بك قديم مما تسبب في تعليق بعض رسائل البريد الإلكتروني الواردة. يرجى تحديث صندوق البريد الخاص بك لتتمكن من تلقي رسائل البريد الإلكتروني الجديدة.
ترحيب دافئ،"
129,"Dear user,
Your account is one of the most important accounts to upgrade
Therefore, we implore you to follow our secure site
<link>
<link>
<link>
to upgrade your account
Thank you,","عزيزي المستخدم،
حسابك هو أحد أهم الحسابات التي يجب ترقيتها
لذلك ، فإننا نناشدك أن تتبع موقعنا الآمن
<رابط>
<رابط>
<رابط>
لترقية حسابك
شكرًا لك،"
130,"The latest invoice for Etisalat UAE services is now available to view or pay online. To protect the security of your data, you will need to enter your ID and password, and then click Access your billing management account online. Total amount due by December 20, 2020,
AED 657 If you have already sent your payment, please ignore this friendly reminder, and thank you for choosing Etisalat UAE. Questions about your bill?
For inquiries, click here","أحدث فاتورة لخدمات اتصالات الإمارات العربية المتحدة متاحة الآن للعرض أو الدفع عبر الإنترنت. لحماية أمان بياناتك ، ستحتاج إلى إدخال المعرف وكلمة المرور الخاصين بك ، ثم النقر فوق الوصول إلى حساب إدارة الفواتير عبر الإنترنت. إجمالي المبلغ المستحق بحلول 20 ديسمبر 2020 ،
657 درهمًا إماراتيًا إذا كنت قد أرسلت بالفعل دفعتك ، فيرجى تجاهل هذا التذكير الودي ، وشكرًا لاختيارك اتصالات الإمارات العربية المتحدة. أسئلة حول فاتورتك؟
للاستفسارات ، انقر هنا"
131,"You have received a new message from your IT department. Please login to your Blackboard account immediately to review your messages. Click here to login to Blackboard
Thank you for using Blackboard Education Services","لقد تلقيت رسالة جديدة من قسم تكنولوجيا المعلومات لديك. الرجاء تسجيل الدخول إلى حساب البلاكبورد الخاص بك على الفور لمراجعة رسائلك. انقر هنا لتسجيل الدخول إلى البلاكبورد 
شكرًا لك على استخدام خدمات بلاكبورد للتعليم"
132,"Peace, mercy and blessings of God be upon you.... I hope that you and your family are in good health and in the best condition, God willing... and I hope that you will pray with me to God Almighty to bring peace and stability to the Syrian people.

My dear friend, I hope that this message of mine did not cause you inconvenience or you think that I am trying to defraud you, because I am not like the scammers on the Internet, not that I am a Muslim woman and a single mother, a widow of two children, and that I am from

Syria... and I am looking for an honest and honest person to be my partner and to help me secure my family's belongings because we are about to leave Syria for a safer place and I want to invest there because there is no security or any stability

I am currently in Syria, and I have some suggestions that I want us to share together, and I am looking for an investor to be my partner, because I want to start building an investment for some business outside Syria, because it is not a safe place.

Currently... I want you to know that I am contacting you to start something very good and that you will benefit. If you want to be my partner in this investment in faith, contact me on the information below and I will give you information about

the topic

1) Your full name

2) A phone number to contact you

I will contact you to discuss some matters related to the subject, please send it to my mail","السلام عليكم ورحمة الله وبركاته....اتمني ان تكون انت والعائلة بصحة جيدة وفى احسن حال ان شاء اللة...واتمني ان تصلي معي للة عز وجل ان يجلب السلام والاستقرار للشعب السوري.

صديقي العزيز اتمني ان رسالتي هدة لم تسبب لك الازعاج او تعتقد انني احاول ان احتال عليك لانني لست مثل المحتالين علي شبكة الانترنت لا انني امراة مسلمة وام وحيدة ارملة لطفلين وانني من

سوريا... واني ابحث عن شخص صادق ونزيه ليكون شريكي وليساعدني في تامين امتعة عائلتي لاننا علي وشك ان نغادر سوريا لمكان اكثر امانا واريد الاستثمار هناك لانه لا يوجد امن او اي استقرار

في سوريا حاليا وانا عندي بعض الاقتراحات اريد ان نتشارك فيها سويا واني ابحث عن مستثمر ليكون شريكا لي لانني اريد ان ابدء في بناء استثمار لبعض الاعمال خارج سوريا لانها ليست بمكان امن

حاليا...اريدك ان تعرف ان اتصل بك لبداء شي كتير كويس وانك سوف تستفيد ادا ارت ان تكون شريكي في هدا الاستثمار بالايمان اتصل بي علي البيانات الموجودة بالاسفل وسوف اعطيك بيانات عن

الموضوع

1)الاسم بالكامل

2)رقم التليفون للاتصال بك

سوف اتصل بك لمناقشة بعض الامور الخاصة بالموضوع ارجو الارسال على بريدي"
133,"You have a package awaiting delivery. We need you to confirm the payment.
To confirm, click here","لديك طرد بانتظار التسليم. نحتاج منك تأكيد دفعة.
للتأكيد اضغط هنا"
134,"Your account has been accessed from an unauthorized location.
Your account needs to be verified
Click here to check
An official letter from the technical support center","تم الوصول إلى حسابك من مكان غير مصرح به.
حسابك بحاجة إلى التحقق
انقر هنا للتحقق
رسالة رسمية من مركز الدعم الفني"
135,"Dear user
As we enhance our security system and improve your mailing experience, we have detected that your mail settings are outdated. We want to upgrade all of our Outlook mailboxes. To complete this procedure, please <badlink> click here <badlink> to upgrade your account to the latest Outlook Web Apps 2015, login to the Microsoft Exchange outlook management system, and automatically upgrade your mailbox by filling in the requirements correctly.
sincerely,
ITS Service Desk","عزيزي المستخدم
نظرًا لأننا نقوم بتحسين نظام الأمان لدينا وتحسين تجربتك البريدية ، فقد اكتشفنا أن إعدادات بريدك قديمة. نريد ترقية جميع علب بريد Outlook الخاصة بنا. لإكمال هذا الإجراء ، يرجى <badlink> النقر هنا <badlink> لترقية حسابك إلى أحدث Outlook Web Apps 2015 ، وتسجيل الدخول إلى نظام إدارة Microsoft Exchange outlook ، وترقية صندوق البريد الخاص بك تلقائيًا عن طريق ملء المتطلبات بشكل صحيح.
بإخلاص،
مكتب خدمة ITS"
136,"Dear Customer,
Your password has expired and needs to be renewed. Please take a moment and log in to your account.
If you fail to do so, your username will be locked.
Sincerely,","عزيزي الزبون،
لقد انتهت صلاحية كلمة المرور الخاصة بك ويحتاج إلى تجديد. يرجى قضاء بعض الوقت وتسجيل الدخول إلى حسابك.
إذا فشلت في القيام بذلك ، فسيتم قفل اسم المستخدم الخاص بك.
بإخلاص،"
137,"We've been happy to provide you with a campus login and email account in the past. Please note that starting 10/30/2020 we will be deleting accounts whose account has not yet been verified.
Please arrange to transfer valuable emails to another email account before the above date, as all messages with accounts will be deleted at that time if you no longer need them.
Thanks for your attention.","يسعدنا تزويدك بتسجيل الدخول إلى الحرم الجامعي وحساب البريد الإلكتروني في الماضي. يرجى ملاحظة أنه اعتبارًا من 10/30/2020 سنقوم بحذف الحسابات التي لم يتم التحقق من حسابها بعد.
يرجى الترتيب لنقل رسائل البريد الإلكتروني القيمة إلى حساب بريد إلكتروني آخر قبل التاريخ أعلاه ، حيث سيتم حذف جميع الرسائل ذات الحسابات في ذلك الوقت إذا لم تعد بحاجة إليها.
شكرا على انتباهك."
138,"Attn: faculty/faculty/students,
This message is from our support team to all webmail account holders. We have noticed that your webmail account has been hacked by spammers. It appears that they have gained access to our database and are using it for illegal internet activities. The center is currently maintaining and updating its database. We intend to upgrade our email security server for better online services. To re-verify your mailbox and upgrade your account, please click below

To ensure that you do not experience service interruptions, please upgrade your account to prevent it from being deactivated from our database.
Thank you for using our online services.","عناية: أعضاء هيئة التدريس / هيئة التدريس / الطلاب ،
هذه الرسالة من فريق الدعم لدينا إلى جميع مالكي حسابات بريد الويب. لقد لاحظنا أن حساب بريد الويب الخاص بك قد تعرض للاختراق من قبل مرسلي البريد العشوائي. يبدو أنهم تمكنوا من الوصول إلى قاعدة البيانات الخاصة بنا ويستخدمونها في أنشطة الإنترنت غير القانونية. يقوم المركز حاليا بصيانة وتحديث قاعدة البيانات الخاصة به. نعتزم ترقية خادم أمان البريد الإلكتروني لدينا للحصول على خدمات أفضل عبر الإنترنت. لإعادة التحقق من صندوق البريد الخاص بك وترقية حسابك ، يرجى النقر أدناه

لضمان عدم تعرضك لانقطاعات في الخدمة ، يرجى ترقية حسابك لمنع إلغاء تنشيطه من قاعدة البيانات الخاصة بنا.
شكرا لك على استخدام خدماتنا عبر الإنترنت."
139,"The only thing you'll need: your email This program only takes an hour to set up, and after that, there's absolutely nothing to do. You have absolutely nothing to lose, and there is no limit to the amount of income you can make from this program.
Let's get started, just follow the instructions.....
[link redacted]","الشيء الوحيد الذي ستحتاج إليه: بريدك الإلكتروني هذا البرنامج لا يستغرق سوى ساعة واحدة لإعداده ، وبعد ذلك ، لا يوجد شيء على الإطلاق لتفعله. ليس لديك ما تخسره على الإطلاق ، ولا يوجد حد لمقدار الدخل الذي يمكنك تحقيقه من هذا البرنامج.
لنبدأ ، فقط اتبع التعليمات .....
[الرابط منقح]"
140,"Welcome
Two new incoming messages were blocked. An unspecified error occurred. Continue to solve and avoid blocking your messages.
Private Database: Private Database.
Thank you ,","مرحبًا
تم حظر رسالتين جديدتين واردتين. حدث خطأ غير محدد. استمر هنا لحل وتجنب حظر رسائلك.
ملاحظة: إذا لم يتم اتخاذ أي إجراء في أقل من ساعة ، فسيتم حذف رسائلك الجديدة نهائيًا من قاعدة البيانات الخاصة بنا.
شكرًا لك،"
141,"This is to let you know that you have exceeded your mailbox limit of 250MB as set by your mailbox manager, you are currently at 257MB, and you will not be able to create a new email to send or receive messages until you validate a mailbox. To re-verify your account, click here:
   Help Desk.","هذا لإعلامك بأنك تجاوزت حد صندوق البريد الخاص بك وهو 250 ميجابايت كما تم تعيينه بواسطة مدير صندوق البريد الخاص بك ، وأنت حاليًا في 257 ميجابايت ، ولن تتمكن من إنشاء بريد إلكتروني جديد لإرسال الرسائل أو تلقيها حتى تتحقق من صحة صندوق بريد. لإعادة التحقق من صحة حسابك ، انقر هنا:
  مكتب المساعدة."
142,"Welcome,
Please check your organization's email to avoid being blocked from sending and receiving new emails. Click here to check.","مرحبًا،
يرجى التحقق من البريد الإلكتروني لمؤسستك لتجنب منعك من إرسال واستقبال رسائل البريد الإلكتروني الجديدة. انقر هنا للتحقق."
